id,kalimat,sentiment
1446,"IHSG Berpeluang Menguat Terbatas pada Senin (19/1), Ini Rekomendasi Analis",NETRAL
1447,"Sah! Panen Hadiah Simpedes BRI Dimulai dari Purwodadi, Tebar 77 Item",POSITIF
1448,Polisi Kejar Pelaku Perampok BRI Syariah,NEGATIF
1449,Segini Tabungan Ideal Usia 50 Tahun Menurut Pakar Keuangan,NETRAL
1450,BRI Corporate University Raih Akreditasi Global,POSITIF
1451,"Prabowo Mau RoA Tembus 5%: Pimpinan Danantara, Sasaranmu Masih Jauh!",POSITIF
1452,7 Cara Trading Saham Amerika Secara Legal di Indonesia,NEGATIF
1453,Menilik Dampak Perilisan Shareholders Concentration List ke Pasar Saham,NETRAL
1454,BRI Gelar Promo Menarik di BRIindocomtech 2017,POSITIF
1455,"Sentimen Sell America Tekan Indeks Dolar, Penguatan Valas Asia Masih Terbatas",NETRAL
1456,"Saat Dolar Perkasa, Analis Soroti Alternatif Valas untuk Investasi",NETRAL
1457,PIK Dua (PANI) Tambah Modal ke Tiga Anak Usaha dengan Total Nilai Rp 700 Miliar,NETRAL
1458,BRI akan Resmikan Kantor Terapung di Kepulauan Seribu,NETRAL
1459,PADI Buka Suara Soal Minna Padi Diselidiki Bareskrim Kasus Pelanggaran Pasar Modal,NETRAL
1460,"IPO Saham Masih Kosong, Emisi Obligasi Sudah Himpun Dana Rp40,51 Triliun",NETRAL
1461,Bos BSI Beberkan Dua Mesin Utama Buat Dorong Pertumbuhan,NEGATIF
1462,Ancang-ancang BEI hingga KSEI Buka Data Kepemilikan Saham di Bawah 5%,NETRAL
1463,Kontrakan Teroris di Ciputat Jadi Base Camp Usai Merampok BRI Tangerang,NEGATIF
1464,"Harga Saham Mentok Rp1, Emiten Ini Mau Private Placement",NETRAL
1465,"IHSG Dibuka Melemah, Saham BMRI, BUMI, hingga PTRO Jatuh ke Zona Merah",NETRAL
1466,BRI Bagikan Sejuta Masker ke Pedagang Pasar Cegah Penularan Covid-19,POSITIF
1467,BRI Cabang Amplas Digasak Perampok Bersenpi,NEGATIF
1468,Ini Sosok Bos OJK Baru yang Diincar DPR saat Fit and Proper Test Besok (11/3),NETRAL
1469,"Rekomendasi Saham dan Pergerakan IHSG Hari Ini Rabu, 4 Februari 2026",NETRAL
1470,Begini Cara BRI Kuatkan UMKM Hingga Kebal Kenaikan Suku Bunga,POSITIF
1471,Gejolak Saham Picu Minat Investasi ke Emas sebagai Aset Lindung Nilai,NETRAL
1472,"115 Nasabah BRI Tertipu Rp 1,4 Miliar",NEGATIF
1473,BRI Targetkan 135 Ribu Agen Laku Pada Tahun Ini,POSITIF
1474,Polda Sumsel Buru Tiga Tersangka Penipuan Nasabah Bank BRI Asal Cimahi,NEGATIF
1475,Sentimen Regulasi dan Aksi Korporasi Dongkrak Saham Emiten Asuransi,NETRAL
1476,Teras BRI Kapal Dorong Peningkatan Ekonomi Kerakyatan di Kepulauan,POSITIF
1477,"Sasar Sektor Pariwisata, BRI dan KAI Bakal Kerja Sama Kembangkan Aplikasi BRImo",POSITIF
1478,Milenial Cari Cuan di Pasar Modal? Simak Tips BRI Prioritas,NETRAL
1479,"Indeks Bursa Wall Street Ditutup Menguat, S&P 500 Cetak All Time High",NETRAL
1480,"Tahun ini, BRI Berencana Caplok Perusahaan Asuransi Kerugian",NETRAL
1481,Harga Minyak Naik pada Kamis (19/3) Pagi Pasca Serangan Fasilitas Energi Timur Tengah,POSITIF
1482,"Indeks Bisnis-27 Ditutup Menghijau Saat IHSG Cetak Rekor, Ditopang Saham BBNI, JPFA, PGEO",NETRAL
1483,BRI Prioritas Mahakarya Borobudur 2018 (2),NETRAL
1484,BRI Bantu Kembangkan Kawasan Pecinan Kya-Kya sebagai Ikon Surabaya,POSITIF
1485,"Perbaki Kinerja, Bank Tabungan Negara (BBTN) Memperkuat Manajemen Risiko",NETRAL
1486,"BRI Bagikan Saham Remunerasi untuk Direksi hingga Komisaris Rp 26,55 Miliar",POSITIF
1487,BANK BRI Beri Harga Istimewa Tiket Garuda Indonesia untuk Mudik,POSITIF
1488,Kisah Kejatuhan Kerajaan Bisnis Salim hingga Kehilangan BCA,NEGATIF
1489,Pascapeluncuran Satelit BRIsat,NETRAL
1490,Pimpinan BRI Cabang Palu Ditembak Orang Tak Dikenal,NEGATIF
1491,BRI Luncurkan Kartu Kredit Wonderful Indonesia,NETRAL
1492,Uang Teroris yang Diduga Hasil Rampokan BRI Tangerang Masih Disegel,NEGATIF
1493,"Simak Saham yang Banyak Diborong Asing Saat IHSG Ambles 3,05%, Jumat (13/3)",NETRAL
1494,"Kinerja Melemah, Begini Prospek Reksadana Saham di Sepanjang Tahun Ini",NETRAL
1495,"Pembiayaan ESG Rp 695 T, BRI Siap Jadi Leading Global Bank",POSITIF
1496,"IHSG Ditutup Rebound ke 7.710 Ditopang Saham BBCA, BBNI, dan BMRI",NETRAL
1497,Terobosan BRI Agar Nasabah Makin Betah Transaksi Digital,POSITIF
1498,Rekomendasi Saham dan Pergerakan IHSG Hari Ini 12 Januari 2026,NETRAL
1499,BRI Serahkan Bantuan Kepada Universitas Surabaya Senilai Rp 500 Juta,POSITIF
1500,Citilink Gandeng BRI untuk Penyediaan Uang Tunai,NETRAL
1501,"Laba Melonjak, Kontribusi BRI ke Negara Bakal Makin Besar Nih",POSITIF
1502,Karyawati BRI Syariah di Medan Diduga Tewas Dibunuh Sejak 3 Hari Lalu,NEGATIF
1503,IHSG Ditutup Menguat Hari Ini (7/1) Usai Cetak Rekor ATH saat Intraday,NETRAL
1504,5 Perampok Bank BRI di Tangerang Tutupi Wajah dengan Helm,NEGATIF
1505,Dirut BRI: Pengucuran Kredit Seret karena Daya Beli Masih Rendah,NEGATIF
1506,Mantap! KUR BRI Bisa Serap 32 Juta Tenaga Kerja,POSITIF
1507,Cerita Korban di Dalam Lift yang Jatuh di Gedung BRI II,NEGATIF
1508,"Video: Dapat 6 Smelter Sitaan Dari Prabowo, Ini Rencana PT Timah",NETRAL
1509,"Bank BRI di Pekanbaru Dirampok, Rp 97 Juta Digasak",NEGATIF
1510,Suami Pegawai BRI yang Jatuh dari Lantai 10 Apartemen Masih Shock,NEGATIF
1511,"Bobol Kas BRI Rp 13 Miliar, Praka Harmanto Dihukum 3 Tahun Penjara",NEGATIF
1512,Besaran Dana Pendidikan Anak-Aturan Menyiapkan Menurut Pakar Keuangan,NEGATIF
1513,"BRI Gandeng Google Cloud, Makin Canggih Berdayakan UMKM",POSITIF
1514,BRI Capai Komitmen Pinjaman Luar Negeri USD 1 Miliar,POSITIF
1515,BRI Kantongi Penghargaan Dealer Utama Terbaik Selama 5 Tahun,POSITIF
1516,"IHSG Diproyeksikan Melanjutkan Penguatan Kamis (12/2), Cek Kata Analis",NETRAL
1517,"Tak Hanya Relaksasi, BRI Siapkan Program Bantu UMKM Terdampak Covid-19",POSITIF
1518,"OJK Jatuhkan Denda Miliaran atas Manipulasi Saham, dari Korporasi hingga Influencer",NETRAL
1519,"Laba Bersih BRI Meroket 27,37 Persen di Kuartal I 2023 Tembus Rp15,56 Triliun",POSITIF
1520,Ketidakpastian Geopolitik Bikin Investor Alihkan Dana THR ke Instrumen Aman,NETRAL
1521,"Ketidakpastian Global, Investor Disarankan Investasi Ini",NETRAL
1522,"Bos BGN Pastikan Anggaran MBG Tidak Dipangkas, Tetap Rp335 T",NEGATIF
1523,"3 Nasabah BRI Juga Dibobol Rp 48,5 Juta Lewat ATM",NEGATIF
1524,"Ini Pengusaha Muslim Terkaya di Dunia, Ada Pemilik Klub Sepak Bola",NEGATIF
1525,"Metamorfosis Warung Kelontong Jakarta, Tak Lagi Jadul Berkat Ekosistem Digital BRI",POSITIF
1526,"Multi Bintang (MLBI) Berencana Akusisi 99,9% Saham PT Karya Distilindo Sejahtera",NETRAL
